Timestamp,Temperature,Humidity,Gas
2025-11-05 16:41:09,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:41:09,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:41:12,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:41:12,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:41:15,T30.7C, H69%, G89, Status:SAFE
2025-11-05 16:41:17,T30.7C, H69%, G89, Status:SAFE
2025-11-05 16:41:17,T30.7C, H69%, G89, Status:SAFE
2025-11-05 16:41:19,T30.7C, H69%, G96, Status:SAFE
2025-11-05 16:41:19,T30.7C, H69%, G96, Status:SAFE
2025-11-05 16:41:22,T30.7C, H69%, G96, Status:SAFE
2025-11-05 16:41:27,T30.8C, H69%, G89, Status:SAFE
2025-11-05 16:41:33,T30.7C, H69%, G89, Status:SAFE
2025-11-05 16:41:35,T30.8C, H69%, G88, Status:SAFE
2025-11-05 16:41:35,T30.8C, H69%, G88, Status:SAFE
2025-11-05 16:41:38,T30.7C, H69%, G96, Status:SAFE
2025-11-05 16:41:41,T30.8C, H69%, G88, Status:SAFE
2025-11-05 16:41:41,T30.8C, H69%, G88, Status:SAFE
2025-11-05 16:41:46,T30.8C, H69%, G97, Status:SAFE
2025-11-05 16:41:49,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:41:49,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:41:52,T30.8C, H69%, G89, Status:SAFE
2025-11-05 16:41:55,T30.8C, H69%, G97, Status:SAFE
2025-11-05 16:41:57,T30.8C, H69%, G89, Status:SAFE
2025-11-05 16:41:57,T30.8C, H69%, G89, Status:SAFE
2025-11-05 16:42:00,T30.8C, H69%, G89, Status:SAFE
2025-11-05 16:42:02,T30.8C, H69%, G89, Status:SAFE
2025-11-05 16:42:02,T30.8C, H69%, G89, Status:SAFE
2025-11-05 16:42:04,T30.8C, H69%, G97, Status:SAFE
2025-11-05 16:42:04,T30.8C, H69%, G97, Status:SAFE
2025-11-05 16:42:07,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:42:09,T30.8C, H69%, G96, Status:SAFE
2025-11-05 16:42:12,T30.8C, H69%, G88, Status:SAFE
2025-11-05 16:42:15,T30.8C, H69%, G96, Status:SAFE
2025-11-05 16:42:17,T30.7C, H69%, G96, Status:SAFE
2025-11-05 16:42:20,T30.8C, H69%, G96, Status:SAFE
2025-11-05 16:42:23,T30.7C, H69%, G96, Status:SAFE
2025-11-05 16:42:26,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:42:26,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:42:28,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:42:31,T30.7C, H69%, G96, Status:SAFE
2025-11-05 16:42:33,T30.8C, H69%, G88, Status:SAFE
2025-11-05 16:42:36,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:42:39,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:42:41,T30.7C, H69%, G96, Status:SAFE
2025-11-05 16:42:44,T30.7C, H69%, G96, Status:SAFE
2025-11-05 16:42:46,T30.7C, H69%, G96, Status:SAFE
2025-11-05 16:42:46,T30.7C, H69%, G96, Status:SAFE
2025-11-05 16:42:50,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:42:50,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:42:52,T30.7C, H69%, G96, Status:SAFE
2025-11-05 16:42:55,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:42:58,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:42:58,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:43:00,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:43:02,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:43:04,T30.7C, H69%, G88, Status:SAFE
2025-11-05 16:43:06,T30.7C, H69%, G89, Status:SAFE
2025-11-05 16:43:09,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:43:12,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:43:14,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:43:14,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:43:16,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:43:16,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:43:18,T30.7C, H69%, G89, Status:SAFE
2025-11-05 16:43:18,T30.7C, H69%, G89, Status:SAFE
2025-11-05 16:43:21,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:43:24,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:43:34,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:43:34,T30.7C, H69%, G97, Status:SAFE
2025-11-05 16:43:37,T30.7C, H69%, G78, Status:SAFE
2025-11-05 16:43:40,T30.7C, H69%, G78, Status:SAFE
2025-11-05 16:43:40,T30.7C, H69%, G78, Status:SAFE
2025-11-05 16:43:42,T30.7C, H69%, G79, Status:SAFE
2025-11-05 16:43:42,T30.7C, H69%, G79, Status:SAFE
2025-11-05 16:43:44,T30.7C, H69%, G110, Status:SAFE
2025-11-05 16:43:47,T30.7C, H69%, G113, Status:SAFE
2025-11-05 16:43:47,T30.7C, H69%, G113, Status:SAFE
2025-11-05 16:43:50,T30.7C, H69%, G169, Status:SAFE
2025-11-05 16:43:50,T30.7C, H69%, G169, Status:SAFE
2025-11-05 16:43:53,T30.7C, H69%, G237, Status:SAFE
2025-11-05 16:43:53,T30.7C, H69%, G237, Status:SAFE
2025-11-05 16:43:56,T30.7C, H69%, G286, Status:SAFE
2025-11-05 16:43:56,T30.7C, H69%, G286, Status:SAFE
2025-11-05 16:43:58,T30.8C, H69%, G331, Status:SAFE
2025-11-05 16:43:58,T30.8C, H69%, G331, Status:SAFE
2025-11-05 16:44:01,T30.8C, H69%, G401, Status:UNSAFE
2025-11-05 16:44:01,T30.8C, H69%, G401, Status:UNSAFE
2025-11-05 16:44:04,T30.8C, H69%, G442, Status:UNSAFE
2025-11-05 16:44:07,T30.8C, H69%, G411, Status:UNSAFE
2025-11-05 16:44:09,T30.8C, H69%, G376, Status:UNSAFE
2025-11-05 16:44:15,T30.8C, H69%, G344, Status:UNSAFE
2025-11-05 16:44:17,T30.8C, H69%, G351, Status:UNSAFE
2025-11-05 16:44:17,T30.8C, H69%, G351, Status:UNSAFE
2025-11-05 16:44:20,T30.8C, H69%, G331, Status:SAFE
2025-11-05 16:44:23,T30.8C, H69%, G320, Status:SAFE
2025-11-05 16:44:25,T30.8C, H69%, G313, Status:SAFE
2025-11-05 16:44:28,T30.8C, H69%, G306, Status:SAFE
2025-11-05 16:44:31,T30.8C, H69%, G291, Status:SAFE
2025-11-05 16:44:34,T30.8C, H69%, G284, Status:SAFE
2025-11-05 16:44:36,T30.8C, H69%, G268, Status:SAFE
2025-11-05 16:44:36,T30.8C, H69%, G268, Status:SAFE
2025-11-05 16:44:39,T30.8C, H69%, G257, Status:SAFE
2025-11-05 16:44:42,T30.8C, H69%, G248, Status:SAFE
2025-11-05 16:44:42,T30.8C, H69%, G248, Status:SAFE
2025-11-05 16:44:45,T30.8C, H69%, G247, Status:SAFE
2025-11-05 16:44:45,T30.8C, H69%, G247, Status:SAFE
2025-11-05 16:44:48,T30.8C, H69%, G233, Status:SAFE
2025-11-05 16:44:50,T30.9C, H69%, G225, Status:SAFE
2025-11-05 16:44:50,T30.9C, H69%, G225, Status:SAFE
2025-11-05 16:44:53,T30.9C, H69%, G218, Status:SAFE
2025-11-05 16:44:56,T30.9C, H69%, G220, Status:SAFE
2025-11-05 16:44:56,T30.9C, H69%, G220, Status:SAFE
2025-11-05 16:44:58,T30.9C, H69%, G208, Status:SAFE
2025-11-05 16:44:58,T30.9C, H69%, G208, Status:SAFE
2025-11-05 16:45:01,T30.9C, H69%, G210, Status:SAFE
2025-11-05 16:45:04,T30.9C, H69%, G208, Status:SAFE
2025-11-05 16:45:04,T30.9C, H69%, G208, Status:SAFE
2025-11-05 16:45:06,T30.9C, H69%, G205, Status:SAFE
2025-11-05 16:45:06,T30.9C, H69%, G205, Status:SAFE
2025-11-05 16:45:09,T30.9C, H69%, G200, Status:SAFE
2025-11-05 16:45:09,T30.9C, H69%, G200, Status:SAFE
2025-11-05 16:45:12,T30.9C, H69%, G190, Status:SAFE
2025-11-05 16:45:15,T30.9C, H69%, G188, Status:SAFE
2025-11-05 16:45:18,T30.9C, H69%, G186, Status:SAFE
2025-11-05 16:45:20,T30.9C, H69%, G183, Status:SAFE
2025-11-05 16:45:31,T30.9C, H68%, G171, Status:SAFE
2025-11-05 16:45:31,T30.9C, H68%, G171, Status:SAFE
2025-11-05 16:45:34,T30.9C, H68%, G162, Status:SAFE
2025-11-05 16:45:34,T30.9C, H68%, G162, Status:SAFE
2025-11-05 16:45:37,T30.9C, H68%, G169, Status:SAFE
2025-11-05 16:45:39,T30.9C, H68%, G168, Status:SAFE
2025-11-05 16:45:39,T30.9C, H68%, G168, Status:SAFE
2025-11-05 16:45:42,T30.9C, H68%, G159, Status:SAFE
2025-11-05 16:45:42,T30.9C, H68%, G159, Status:SAFE
2025-11-05 16:45:45,T30.9C, H68%, G164, Status:SAFE
2025-11-05 16:45:48,T30.9C, H68%, G163, Status:SAFE
2025-11-05 16:45:50,T30.9C, H68%, G162, Status:SAFE
2025-11-05 16:45:50,T30.9C, H68%, G162, Status:SAFE
2025-11-05 16:45:53,T30.9C, H68%, G161, Status:SAFE
2025-11-05 16:45:56,T30.9C, H68%, G151, Status:SAFE
2025-11-05 16:45:58,T30.9C, H68%, G159, Status:SAFE
2025-11-05 16:46:01,T30.9C, H68%, G150, Status:SAFE
2025-11-05 16:46:01,T30.9C, H68%, G150, Status:SAFE
2025-11-05 16:46:04,T30.9C, H68%, G149, Status:SAFE
2025-11-05 16:46:06,T30.9C, H68%, G148, Status:SAFE
2025-11-05 16:46:09,T30.9C, H68%, G147, Status:SAFE
2025-11-05 16:46:09,T30.9C, H68%, G147, Status:SAFE
2025-11-05 16:46:12,T30.9C, H68%, G146, Status:SAFE
2025-11-05 16:46:15,T30.9C, H68%, G145, Status:SAFE
2025-11-05 16:46:18,T30.9C, H68%, G151, Status:SAFE
2025-11-05 16:46:18,T30.9C, H68%, G151, Status:SAFE
2025-11-05 16:46:20,T30.9C, H68%, G150, Status:SAFE
2025-11-05 16:46:20,T30.9C, H68%, G150, Status:SAFE
2025-11-05 16:46:23,T30.9C, H68%, G149, Status:SAFE
2025-11-05 16:46:28,T30.9C, H68%, G148, Status:SAFE
2025-11-05 16:46:31,T30.9C, H68%, G136, Status:SAFE
2025-11-05 16:46:34,T30.9C, H68%, G145, Status:SAFE
2025-11-05 16:46:34,T30.9C, H68%, G145, Status:SAFE
2025-11-05 16:46:37,T30.9C, H68%, G145, Status:SAFE
2025-11-05 16:46:37,T30.9C, H68%, G145, Status:SAFE
2025-11-05 16:46:39,T30.9C, H68%, G144, Status:SAFE
2025-11-05 16:46:39,T30.9C, H68%, G144, Status:SAFE
2025-11-05 16:46:47,T30.9C, H68%, G132, Status:SAFE
2025-11-05 16:46:47,T30.9C, H68%, G132, Status:SAFE
2025-11-05 16:46:49,T30.9C, H68%, G130, Status:SAFE
2025-11-05 16:46:49,T30.9C, H68%, G130, Status:SAFE
2025-11-05 16:46:52,T30.9C, H68%, G130, Status:SAFE
2025-11-05 16:46:54,T30.9C, H68%, G137, Status:SAFE
2025-11-05 16:46:54,T30.9C, H68%, G137, Status:SAFE
2025-11-05 16:46:57,T31.0C, H68%, G136, Status:SAFE
2025-11-05 16:46:59,T30.9C, H68%, G136, Status:SAFE
2025-11-05 16:46:59,T30.9C, H68%, G136, Status:SAFE
2025-11-05 16:47:02,T30.9C, H68%, G136, Status:SAFE
2025-11-05 16:47:04,T30.9C, H68%, G136, Status:SAFE
2025-11-05 16:47:04,T30.9C, H68%, G136, Status:SAFE
2025-11-05 16:47:06,T31.0C, H68%, G135, Status:SAFE
2025-11-05 16:47:09,T30.9C, H68%, G126, Status:SAFE
2025-11-05 16:47:12,T30.9C, H68%, G134, Status:SAFE
2025-11-05 16:47:12,T30.9C, H68%, G134, Status:SAFE
2025-11-05 16:47:15,T30.9C, H68%, G134, Status:SAFE
2025-11-05 16:47:17,T30.9C, H68%, G134, Status:SAFE
2025-11-05 16:47:17,T30.9C, H68%, G134, Status:SAFE
2025-11-05 16:47:19,T30.9C, H68%, G134, Status:SAFE
2025-11-05 16:47:19,T30.9C, H68%, G134, Status:SAFE
2025-11-05 16:47:21,T30.9C, H68%, G133, Status:SAFE
2025-11-05 16:47:24,T30.9C, H68%, G133, Status:SAFE
2025-11-05 16:47:24,T30.9C, H68%, G133, Status:SAFE
2025-11-05 16:47:26,T30.9C, H68%, G133, Status:SAFE
2025-11-05 16:47:28,T30.9C, H68%, G137, Status:SAFE
2025-11-05 16:47:28,T30.9C, H68%, G137, Status:SAFE
2025-11-07 09:43:17,T28.0C, H77%, G174, Status:SAFE
2025-11-07 09:43:17,T28.0C, H77%, G174, Status:SAFE
2025-11-07 09:43:19,T28.0C, H77%, G173, Status:SAFE
2025-11-07 09:43:19,T28.0C, H77%, G173, Status:SAFE
2025-11-07 09:43:23,T28.0C, H77%, G175, Status:SAFE
2025-11-07 09:43:23,T28.0C, H77%, G175, Status:SAFE
2025-11-07 09:43:25,T28.0C, H77%, G175, Status:SAFE
2025-11-07 09:43:28,T28.0C, H76%, G175, Status:SAFE
2025-11-07 09:43:28,T28.0C, H76%, G175, Status:SAFE
2025-11-07 09:43:30,T28.0C, H76%, G182, Status:SAFE
2025-11-07 09:43:30,T28.0C, H76%, G182, Status:SAFE
2025-11-07 09:43:33,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:43:36,T28.0C, H77%, G181, Status:SAFE
2025-11-07 09:43:38,T28.0C, H77%, G180, Status:SAFE
2025-11-07 09:43:38,T28.0C, H77%, G180, Status:SAFE
2025-11-07 09:43:41,T28.0C, H77%, G181, Status:SAFE
2025-11-07 09:43:41,T28.0C, H77%, G181, Status:SAFE
2025-11-07 09:43:43,T28.0C, H77%, G180, Status:SAFE
2025-11-07 09:43:46,T28.0C, H77%, G181, Status:SAFE
2025-11-07 09:43:49,T28.0C, H77%, G180, Status:SAFE
2025-11-07 09:43:52,T28.0C, H77%, G180, Status:SAFE
2025-11-07 09:43:52,T28.0C, H77%, G180, Status:SAFE
2025-11-07 09:43:54,T28.0C, H76%, G173, Status:SAFE
2025-11-07 09:43:57,T28.0C, H76%, G180, Status:SAFE
2025-11-07 09:43:59,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:43:59,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:44:02,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:44:02,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:44:04,T28.0C, H76%, G173, Status:SAFE
2025-11-07 09:44:04,T28.0C, H76%, G173, Status:SAFE
2025-11-07 09:44:07,T28.0C, H76%, G180, Status:SAFE
2025-11-07 09:44:10,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:44:12,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:44:15,T28.0C, H76%, G182, Status:SAFE
2025-11-07 09:44:17,T28.0C, H76%, G195, Status:SAFE
2025-11-07 09:44:23,T28.0C, H76%, G182, Status:SAFE
2025-11-07 09:44:23,T28.0C, H76%, G182, Status:SAFE
2025-11-07 09:44:26,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:44:29,T28.0C, H76%, G180, Status:SAFE
2025-11-07 09:44:31,T28.0C, H76%, G180, Status:SAFE
2025-11-07 09:44:33,T28.0C, H76%, G180, Status:SAFE
2025-11-07 09:44:33,T28.0C, H76%, G180, Status:SAFE
2025-11-07 09:44:36,T28.0C, H76%, G172, Status:SAFE
2025-11-07 09:44:38,T28.0C, H76%, G178, Status:SAFE
2025-11-07 09:44:41,T28.0C, H76%, G177, Status:SAFE
2025-11-07 09:44:44,T28.0C, H76%, G185, Status:SAFE
2025-11-07 09:44:47,T28.0C, H76%, G185, Status:SAFE
2025-11-07 09:44:49,T28.0C, H76%, G185, Status:SAFE
2025-11-07 09:44:51,T28.0C, H76%, G185, Status:SAFE
2025-11-07 09:44:53,T28.0C, H76%, G185, Status:SAFE
2025-11-07 09:44:53,T28.0C, H76%, G185, Status:SAFE
2025-11-07 09:44:55,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:44:58,T28.0C, H76%, G184, Status:SAFE
2025-11-07 09:45:01,T28.0C, H76%, G177, Status:SAFE
2025-11-07 09:45:03,T28.0C, H76%, G176, Status:SAFE
2025-11-07 09:45:06,T28.0C, H76%, G176, Status:SAFE
2025-11-07 09:45:08,T28.0C, H76%, G176, Status:SAFE
2025-11-07 09:45:10,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:13,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:15,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:17,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:19,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:21,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:23,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:25,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:25,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:27,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:27,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:29,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:29,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:31,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:33,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:35,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:37,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:37,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:39,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:39,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:41,T28.0C, H76%, G183, Status:SAFE
2025-11-07 09:45:43,T28.0C, H76%, G176, Status:SAFE
2025-11-07 09:45:46,T28.0C, H76%, G182, Status:SAFE
2025-11-07 09:45:49,T28.0C, H76%, G182, Status:SAFE
2025-11-07 09:45:51,T28.0C, H76%, G182, Status:SAFE
2025-11-07 09:45:53,T28.0C, H76%, G182, Status:SAFE
2025-11-07 09:45:55,T28.0C, H76%, G175, Status:SAFE
2025-11-07 09:45:58,T28.0C, H76%, G182, Status:SAFE
2025-11-07 09:46:04,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:46:06,T28.0C, H76%, G175, Status:SAFE
2025-11-07 09:46:09,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:46:12,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:46:14,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:46:16,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:46:18,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:46:20,T28.0C, H76%, G182, Status:SAFE
2025-11-07 09:46:20,T28.0C, H76%, G182, Status:SAFE
2025-11-07 09:46:23,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:46:25,T28.0C, H76%, G175, Status:SAFE
2025-11-07 09:46:25,T28.0C, H76%, G175, Status:SAFE
2025-11-07 09:46:28,T28.0C, H76%, G173, Status:SAFE
2025-11-07 09:46:31,T28.0C, H76%, G173, Status:SAFE
2025-11-07 09:46:31,T28.0C, H76%, G173, Status:SAFE
2025-11-07 09:46:33,T28.0C, H76%, G181, Status:SAFE
2025-11-07 09:46:36,T28.0C, H76%, G173, Status:SAFE
2025-11-07 09:46:36,T28.0C, H76%, G173, Status:SAFE
2025-11-11 17:24:04,T30.7C, H68%, G361, Status:UNSAFE
2025-11-11 17:24:05,T30.7C, H68%, G360, Status:UNSAFE
2025-11-11 17:24:05,T30.7C, H68%, G360, Status:UNSAFE
2025-11-11 17:24:08,T30.6C, H68%, G354, Status:UNSAFE
2025-11-11 17:24:08,T30.6C, H68%, G354, Status:UNSAFE
2025-11-11 17:24:10,T30.7C, H68%, G354, Status:UNSAFE
2025-11-11 17:24:13,T30.7C, H68%, G358, Status:UNSAFE
2025-11-11 17:24:15,T30.7C, H68%, G355, Status:UNSAFE
2025-11-11 17:24:17,T30.7C, H68%, G360, Status:UNSAFE
2025-11-11 17:24:20,T30.7C, H68%, G354, Status:UNSAFE
2025-11-11 17:24:23,T30.7C, H68%, G354, Status:UNSAFE
2025-11-11 17:24:23,T30.7C, H68%, G354, Status:UNSAFE
2025-11-11 17:24:25,T30.7C, H68%, G353, Status:UNSAFE
2025-11-11 17:24:28,T30.7C, H68%, G352, Status:UNSAFE
2025-11-11 17:24:30,T30.7C, H68%, G356, Status:UNSAFE
2025-11-11 17:24:30,T30.7C, H68%, G356, Status:UNSAFE
2025-11-11 17:24:33,T30.7C, H68%, G351, Status:UNSAFE
2025-11-11 17:24:36,T30.7C, H68%, G357, Status:UNSAFE
2025-11-11 17:24:39,T30.7C, H68%, G357, Status:UNSAFE
2025-11-11 17:24:39,T30.7C, H68%, G357, Status:UNSAFE
2025-11-11 17:24:41,T30.7C, H68%, G357, Status:UNSAFE
2025-11-11 17:24:41,T30.7C, H68%, G357, Status:UNSAFE
2025-11-11 17:24:43,T30.7C, H68%, G352, Status:UNSAFE
2025-11-11 17:24:43,T30.7C, H68%, G352, Status:UNSAFE
2025-11-11 17:24:46,T30.7C, H68%, G357, Status:UNSAFE
2025-11-11 17:24:46,T30.7C, H68%, G357, Status:UNSAFE
2025-11-11 17:24:48,T30.7C, H68%, G351, Status:UNSAFE
2025-11-11 17:24:51,T30.7C, H68%, G351, Status:UNSAFE
2025-11-11 17:24:53,T30.7C, H68%, G351, Status:UNSAFE
2025-11-11 17:24:53,T30.7C, H68%, G351, Status:UNSAFE
2025-11-11 17:24:55,T30.7C, H68%, G357, Status:UNSAFE
2025-11-11 17:24:55,T30.7C, H68%, G357, Status:UNSAFE
2025-11-11 17:24:58,T30.7C, H68%, G375, Status:UNSAFE
2025-11-11 17:25:01,T30.8C, H68%, G377, Status:UNSAFE
2025-11-11 17:25:04,T30.8C, H68%, G369, Status:UNSAFE
2025-11-11 17:25:06,T30.8C, H68%, G375, Status:UNSAFE
2025-11-11 17:25:09,T30.8C, H68%, G372, Status:UNSAFE
2025-11-11 17:25:09,T30.8C, H68%, G372, Status:UNSAFE
2025-11-11 17:25:12,T30.8C, H68%, G317, Status:SAFE
2025-11-11 17:25:14,T30.8C, H68%, G320, Status:SAFE
2025-11-11 17:25:25,T30.8C, H68%, G333, Status:SAFE
2025-11-11 17:25:28,T30.8C, H68%, G334, Status:SAFE
2025-11-11 17:25:28,T30.8C, H68%, G334, Status:SAFE
2025-11-11 17:25:31,T30.8C, H68%, G331, Status:SAFE
2025-11-11 17:25:34,T30.8C, H68%, G334, Status:SAFE
2025-11-11 17:25:34,T30.8C, H68%, G334, Status:SAFE
2025-11-11 17:25:37,T30.8C, H68%, G329, Status:SAFE
2025-11-11 17:25:44,T30.8C, H68%, G337, Status:SAFE
2025-11-11 17:25:47,T30.8C, H68%, G329, Status:SAFE
2025-11-11 17:25:47,T30.8C, H68%, G329, Status:SAFE
2025-11-11 17:25:49,T30.8C, H68%, G329, Status:SAFE
2025-11-11 17:25:49,T30.8C, H68%, G329, Status:SAFE
2025-11-11 17:25:52,T30.8C, H68%, G329, Status:SAFE
2025-11-11 17:25:56,T30.8C, H68%, G336, Status:SAFE
2025-11-11 17:25:58,T30.8C, H68%, G334, Status:SAFE
2025-11-11 17:25:58,T30.8C, H68%, G334, Status:SAFE
2025-11-11 17:26:01,T30.8C, H68%, G327, Status:SAFE
2025-11-11 17:26:04,T30.8C, H68%, G334, Status:SAFE
2025-11-11 17:26:07,T30.8C, H68%, G334, Status:SAFE
2025-11-11 17:26:11,T30.8C, H68%, G336, Status:SAFE
2025-11-11 17:26:11,T30.8C, H68%, G336, Status:SAFE
2025-11-11 17:26:16,T30.7C, H68%, G331, Status:SAFE
2025-11-11 17:26:16,T30.7C, H68%, G331, Status:SAFE
2025-11-11 17:26:19,T30.8C, H68%, G327, Status:SAFE
2025-11-11 17:26:22,T30.8C, H68%, G331, Status:SAFE
2025-11-11 17:26:24,T30.7C, H68%, G331, Status:SAFE
2025-11-11 17:26:27,T30.8C, H68%, G327, Status:SAFE
2025-11-11 17:26:30,T30.7C, H68%, G331, Status:SAFE
2025-11-11 17:26:32,T30.8C, H68%, G377, Status:UNSAFE
2025-11-11 17:26:32,T30.8C, H68%, G377, Status:UNSAFE
2025-11-11 17:26:45,T30.7C, H68%, G351, Status:UNSAFE
2025-11-11 17:26:58,T30.7C, H68%, G346, Status:UNSAFE
2025-11-11 17:27:00,T30.7C, H68%, G346, Status:UNSAFE
2025-11-11 17:27:02,T30.7C, H68%, G339, Status:SAFE
2025-11-11 17:28:11,T30.7C, H68%, G327, Status:SAFE
2025-11-11 17:28:11,T30.7C, H68%, G327, Status:SAFE
2025-11-11 17:28:13,T30.7C, H68%, G326, Status:SAFE
2025-11-11 17:28:15,T30.7C, H68%, G319, Status:SAFE
2025-11-11 17:28:17,T30.6C, H68%, G326, Status:SAFE
2025-11-11 17:28:19,T30.7C, H68%, G326, Status:SAFE
2025-11-11 17:28:19,T30.7C, H68%, G326, Status:SAFE
2025-11-11 17:28:21,T30.7C, H68%, G326, Status:SAFE
2025-11-11 17:28:21,T30.7C, H68%, G326, Status:SAFE
2025-11-11 17:28:23,T30.6C, H68%, G326, Status:SAFE
2025-11-11 17:28:25,T30.7C, H68%, G319, Status:SAFE
2025-11-11 17:28:27,T30.7C, H68%, G326, Status:SAFE
2025-11-11 17:28:29,T30.7C, H68%, G326, Status:SAFE
2025-11-11 17:28:31,T30.7C, H68%, G326, Status:SAFE
2025-11-11 17:28:34,T30.7C, H68%, G325, Status:SAFE
2025-11-11 17:28:34,T30.7C, H68%, G325, Status:SAFE
2025-11-11 17:28:36,T30.7C, H68%, G325, Status:SAFE
2025-11-11 17:28:38,T30.7C, H68%, G317, Status:SAFE
2025-11-11 17:28:38,T30.7C, H68%, G317, Status:SAFE
2025-11-11 17:28:40,T30.7C, H68%, G324, Status:SAFE
2025-11-11 17:28:42,T30.7C, H68%, G322, Status:SAFE
2025-11-11 17:28:44,T30.7C, H68%, G326, Status:SAFE
2025-11-11 17:28:47,T30.7C, H68%, G325, Status:SAFE
2025-11-11 17:28:47,T30.7C, H68%, G325, Status:SAFE
2025-11-11 17:28:54,T30.7C, H68%, G317, Status:SAFE
2025-11-11 17:30:13,T30.7C, H68%, G302, Status:SAFE
2025-11-11 17:30:16,T30.7C, H68%, G301, Status:SAFE
2025-11-11 17:30:19,T30.7C, H68%, G301, Status:SAFE
2025-11-11 17:30:21,T30.7C, H68%, G300, Status:SAFE
2025-11-11 17:30:24,T30.7C, H68%, G298, Status:SAFE
2025-11-11 17:30:27,T30.6C, H68%, G317, Status:SAFE
2025-11-11 17:30:27,T30.6C, H68%, G317, Status:SAFE
2025-11-11 17:30:29,T30.6C, H68%, G288, Status:SAFE
2025-11-11 17:30:32,T30.7C, H69%, G282, Status:SAFE
2025-11-11 17:30:35,T30.7C, H70%, G291, Status:SAFE
2025-11-11 17:30:35,T30.7C, H70%, G291, Status:SAFE
2025-11-11 17:30:38,T30.7C, H70%, G306, Status:SAFE
2025-11-11 17:30:41,T30.8C, H70%, G300, Status:SAFE
2025-11-11 17:30:44,T30.8C, H70%, G300, Status:SAFE
2025-11-11 17:30:46,T30.8C, H70%, G301, Status:SAFE
2025-11-11 17:30:48,T30.8C, H69%, G297, Status:SAFE
